Episode,Steps,Falling Position,Total Reward
957,0,-0.18131154775619507,-167.15577387809753
958,0,-0.2850867807865143,-219.04339039325714
959,0,-0.24317938089370728,-198.08969044685364
960,0,-0.2521367371082306,-202.5683685541153
961,1,-1.0147615671157837,-585.3807686567307
962,0,-0.32257941365242004,-237.78970682621002
963,0,-0.1347966492176056,-143.8983246088028
964,1,-0.8366516828536987,-496.32584142684937
965,0,-0.247482031583786,-200.241015791893
966,0,-0.10698336362838745,-129.99168181419373
967,0,-0.11304914951324463,-133.02457475662231
968,0,-0.2000284194946289,-176.51420974731445
969,0,-0.057852745056152344,-105.42637252807617
970,0,-0.048087358474731445,-100.54367923736572
971,0,-0.23496383428573608,-193.98191714286804
972,1,-0.7945713400840759,-475.28567004203796
973,0,-0.21665439009666443,-184.82719504833221
974,0,-0.38266247510910034,-267.83123755455017
975,0,0.0026036500930786133,-75.1981749534607
976,0,-0.27321431040763855,-213.10715520381927
977,0,-0.2188659906387329,-185.93299531936646
978,0,0.08623582124710083,-33.382089376449585
979,0,-0.1747836470603943,-163.89182353019714
980,0,-0.2475719153881073,-200.28595769405365
981,0,-0.1102338433265686,-131.6169216632843
982,0,-0.3106856346130371,-231.84281730651855
983,0,-0.15412583947181702,-153.5629197359085
984,0,-0.04656541347503662,-99.78270673751831
985,0,-0.14452549815177917,-148.7627490758896
986,0,-0.1510453224182129,-152.02266120910645
987,0,-0.12490949034690857,-138.95474517345428
988,0,-0.22690272331237793,-189.95136165618896
989,0,-0.17779755592346191,-165.39877796173096
990,0,-0.09382116794586182,-123.41058397293091
991,0,-0.22600871324539185,-189.50435662269592
992,0,-0.03166818618774414,-92.33409309387207
993,0,-0.030452609062194824,-91.72630453109741
994,0,-0.1374463438987732,-145.2231719493866
995,0,-0.025001049041748047,-89.00052452087402
996,0,-0.0397111177444458,-96.3555588722229
997,0,-0.05757015943527222,-105.28507971763611
998,0,0.015413165092468262,-68.79341745376587
999,0,-0.051729440689086914,-102.36472034454346
1000,1,-0.37880778312683105,-267.4038915634155
1001,1,-0.5167670249938965,-336.38351249694824
1002,0,-0.024462521076202393,-88.7312605381012
1003,0,0.09013909101486206,-31.43045449256897
1004,0,-0.08230537176132202,-117.65268588066101
1005,0,-0.05514591932296753,-104.07295966148376
1006,1,-0.5856533050537109,-370.82665252685547
1007,1,-0.48352766036987305,-319.7638301849365
1008,1,-0.5138875842094421,-334.94379210472107
1009,0,-0.003934144973754883,-78.46707248687744
1010,1,-0.5303276777267456,-343.1638388633728
1011,1,-0.28196632862091064,-218.98316431045532
1012,1,-0.42756032943725586,-291.78016471862793
1013,0,-0.008501946926116943,-80.75097346305847
1014,1,-0.33398962020874023,-244.99481010437012
1015,1,-0.026601195335388184,-91.30059766769409
1016,1,-0.3849109411239624,-270.4554705619812
1017,0,-0.02246910333633423,-87.73455166816711
1018,0,-0.005771636962890625,-79.38581848144531
1019,0,-0.0671776533126831,-110.08882665634155
1020,0,0.013102889060974121,-69.94855546951294
1021,0,-0.019923090934753418,-86.46154546737671
1022,0,-0.06036055088043213,-106.68027544021606
1023,0,-0.006830036640167236,-79.91501832008362
1024,0,-0.058163583278656006,-105.581791639328
1025,0,-0.009892940521240234,-81.44647026062012
1026,0,-0.02588331699371338,-89.44165849685669
1027,0,0.008028626441955566,-72.48568677902222
1028,0,-0.02630162239074707,-89.65081119537354
1029,0,-0.013603746891021729,-83.30187344551086
1030,0,-0.08566164970397949,-119.33082485198975
1031,0,0.005134701728820801,-73.9326491355896
1032,0,-0.04967653751373291,-101.33826875686646
1033,0,-0.014736950397491455,-83.86847519874573
1034,0,-0.06834995746612549,-110.67497873306274
1035,0,-0.05459904670715332,-103.79952335357666
1036,0,-0.06948971748352051,-111.24485874176025
1037,0,-0.043063461780548096,-98.03173089027405
1038,0,0.006460070610046387,-73.2699646949768
1039,0,0.014315128326416016,-69.34243583679199
1040,0,-0.03860902786254883,-95.80451393127441
1041,0,-0.006143808364868164,-79.57190418243408
1042,0,-0.0025691986083984375,-77.78459930419922
1043,0,-0.028777718544006348,-90.88885927200317
1044,0,-0.03989052772521973,-96.44526386260986
1045,0,0.03645133972167969,-58.274330139160156
1046,0,-0.07325506210327148,-113.12753105163574
1047,0,-0.020209431648254395,-86.6047158241272
1048,0,-0.0585787296295166,-105.7893648147583
1049,0,-0.021432042121887207,-87.2160210609436
1050,0,-0.03700268268585205,-95.00134134292603
1051,1,-0.3754000663757324,-265.7000331878662
1052,0,-0.024991273880004883,-88.99563694000244
1053,0,-0.04997795820236206,-101.48897910118103
1054,0,-0.02159702777862549,-87.29851388931274
1055,0,-0.02195262908935547,-87.47631454467773
1056,0,-0.025195598602294922,-89.09779930114746
1057,0,-0.021784663200378418,-87.39233160018921
1058,0,-0.025261759757995605,-89.1308798789978
1059,0,0.00913536548614502,-71.93231725692749
1060,0,-0.051203370094299316,-102.10168504714966
1061,0,-0.030660510063171387,-91.8302550315857
1062,0,-0.04169726371765137,-97.34863185882568
1063,0,-0.03460121154785156,-93.80060577392578
1064,0,-0.04646599292755127,-99.73299646377563
1065,0,-0.07352972030639648,-113.26486015319824
1066,0,-0.030833840370178223,-91.91692018508911
1067,0,-0.028948664665222168,-90.97433233261108
1068,1,-0.10883879661560059,-132.4193983078003
1069,0,-0.03344559669494629,-93.22279834747314
1070,0,-0.04632401466369629,-99.66200733184814
1071,0,-0.034197211265563965,-93.59860563278198
1072,0,-0.009798526763916016,-81.39926338195801
1073,0,-0.037238240242004395,-95.1191201210022
1074,0,-0.04565012454986572,-99.32506227493286
1075,0,-0.02752816677093506,-90.26408338546753
1076,0,-0.05824840068817139,-105.6242003440857
1077,0,-0.03344118595123291,-93.22059297561646
1078,0,-0.031481146812438965,-92.24057340621948
1079,0,-0.02822399139404297,-90.61199569702148
1080,0,-0.04017066955566406,-96.58533477783203
1081,0,-0.035163164138793945,-94.08158206939697
1082,0,-0.035906314849853516,-94.45315742492676
1083,0,-0.05484187602996826,-103.92093801498413
1084,0,-0.045320987701416016,-99.16049385070801
1085,0,-0.05974173545837402,-106.37086772918701
1086,0,-0.0462266206741333,-99.61331033706665
1087,1,-0.1146247386932373,-135.31236934661865
1088,1,-0.45450615882873535,-305.2530794143677
1089,0,-0.019450068473815918,-86.22503423690796
1090,0,-0.03917074203491211,-96.08537101745605
1091,0,-0.03860628604888916,-95.80314302444458
1092,0,-0.0005688667297363281,-76.78443336486816
1093,0,-0.0365595817565918,-94.7797908782959
1094,0,-0.007693648338317871,-80.34682416915894
1095,0,-0.03936481475830078,-96.18240737915039
1096,0,-0.042830705642700195,-97.9153528213501
1097,0,-0.05587005615234375,-104.43502807617188
1098,0,-0.03308916091918945,-93.04458045959473
1099,0,-0.031029939651489258,-92.01496982574463
1100,0,-0.04118788242340088,-97.09394121170044
1101,0,-0.04490017890930176,-98.95008945465088
1102,0,-0.019646525382995605,-86.3232626914978
