Episode,Steps,Falling Position,Total Reward
840,0,0.22593474388122559,36.46737194061279
841,0,-0.12448906898498535,-138.74453449249268
842,0,-0.033493638038635254,-93.24681901931763
843,0,-0.1192600429058075,-136.13002145290375
844,0,-0.3164733946323395,-234.73669731616974
845,0,0.0033341646194458008,-74.8329176902771
846,1,0.8051149845123291,324.55749225616455
847,0,-0.19055211544036865,-171.77605772018433
848,0,0.055872201919555664,-48.56389904022217
849,0,-0.313656747341156,-233.328373670578
850,1,-0.17311489582061768,-164.55744791030884
851,0,0.12229043245315552,-15.354783773422241
852,1,-0.8922009468078613,-524.1004734039307
853,0,-0.21709489822387695,-185.04744911193848
854,0,-0.03883868455886841,-95.9193422794342
855,0,0.039792776107788086,-56.60361194610596
856,0,-0.06419575214385986,-108.59787607192993
857,0,-0.2354203164577484,-194.2101582288742
858,0,-0.03728985786437988,-95.14492893218994
859,1,-0.5532601475715637,-354.63007378578186
860,1,-0.05292016267776489,-104.46008133888245
861,0,0.0084913969039917,-72.25430154800415
862,0,-0.2167683243751526,-184.8841621875763
863,0,0.0497206449508667,-51.63967752456665
864,0,-0.23496156930923462,-193.9807846546173
865,1,-0.7056854963302612,-430.8427481651306
866,0,-0.08861100673675537,-120.80550336837769
867,0,-0.3233579993247986,-238.1789996623993
868,0,0.12698227167129517,-13.008864164352417
869,2,0.3592630624771118,100.13153123855591
870,1,-0.05858910083770752,-107.29455041885376
871,0,0.017348825931549072,-67.82558703422546
872,0,-0.007458925247192383,-80.22946262359619
873,0,-0.07810068130493164,-115.55034065246582
874,0,-0.0766141414642334,-114.8070707321167
875,0,-0.0065364837646484375,-79.76824188232422
876,0,-0.20647743344306946,-179.73871672153473
877,0,0.0057642459869384766,-73.61787700653076
878,0,0.1946670413017273,20.833520650863647
879,0,-0.2658773362636566,-209.4386681318283
880,0,-0.033442914485931396,-93.2214572429657
881,0,0.10110121965408325,-25.949390172958374
882,0,-0.05086255073547363,-101.93127536773682
883,1,0.08115291595458984,-37.42354202270508
884,0,-0.025799334049224854,-89.39966702461243
885,0,-0.04709047079086304,-100.04523539543152
886,0,-0.09499752521514893,-123.99876260757446
887,0,-0.02075272798538208,-86.87636399269104
888,0,-0.05228292942047119,-102.6414647102356
889,0,-0.16481256484985352,-158.90628242492676
890,1,-0.3154115378856659,-235.70576894283295
891,0,0.18556392192840576,16.28196096420288
892,0,0.21317780017852783,30.088900089263916
893,0,0.051265060901641846,-50.86746954917908
894,0,0.0560261607170105,-48.48691964149475
895,0,-0.46939897537231445,-311.1994876861572
896,0,0.04279601573944092,-55.10199213027954
897,0,0.01590251922607422,-68.54874038696289
898,0,0.26458555459976196,55.79277729988098
899,0,0.22884142398834229,37.92071199417114
900,0,0.08870422840118408,-32.14788579940796
901,0,0.11923789978027344,-16.88105010986328
902,0,0.27491968870162964,60.95984435081482
903,0,-0.007109403610229492,-80.05470180511475
904,0,0.168784499168396,7.892249584197998
905,0,0.2961236238479614,71.56181192398071
906,0,0.17888778448104858,12.943892240524292
907,0,0.2515828013420105,49.29140067100525
908,0,0.07715111970901489,-37.924440145492554
909,0,-0.21355465054512024,-183.27732527256012
910,1,-0.40730178356170654,-281.65089178085327
911,2,-1.0136743783950806,-586.3371891975403
912,1,-0.05587238073348999,-105.936190366745
913,1,-0.14366143941879272,-149.83071970939636
914,0,0.2461262345314026,46.563117265701294
915,0,0.22987115383148193,38.43557691574097
916,1,-0.6233188509941101,-389.65942549705505
917,1,-0.3493908643722534,-252.6954321861267
918,0,0.07127207517623901,-40.86396241188049
919,1,0.45284581184387207,148.42290592193604
920,0,0.13596850633621216,-8.515746831893921
921,0,0.12440991401672363,-14.295042991638184
922,1,-0.07200157642364502,-114.00078821182251
923,0,0.03464353084564209,-59.178234577178955
924,1,-0.5781162977218628,-367.0581488609314
925,0,0.23408842086791992,40.54421043395996
926,0,0.18220287561416626,14.60143780708313
927,0,0.26792389154434204,57.46194577217102
928,0,0.21979987621307373,33.399938106536865
929,1,-0.19397833943367004,-174.98916971683502
930,0,0.1400633454322815,-6.468327283859253
931,0,0.1764478087425232,11.723904371261597
932,0,0.1669018268585205,6.950913429260254
933,0,0.21290522813796997,29.952614068984985
934,0,0.254233181476593,50.61659073829651
935,0,0.10054266452789307,-26.228667736053467
936,0,0.2277621030807495,37.381051540374756
937,0,0.1235000491142273,-14.749975442886353
938,0,0.21012741327285767,28.563706636428833
939,0,0.18470990657806396,15.854953289031982
940,0,0.026307106018066406,-63.3464469909668
941,1,-0.48347949981689453,-319.73974990844727
942,0,0.18037283420562744,13.68641710281372
943,1,0.23215770721435547,38.078853607177734
944,1,0.019810080528259277,-68.09495973587036
945,0,0.2387794852256775,42.889742612838745
946,1,-0.19959762692451477,-177.79881346225739
947,0,0.2737388610839844,60.36943054199219
948,0,0.24163943529129028,44.31971764564514
949,0,0.18662959337234497,16.814796686172485
950,0,0.17798233032226562,12.491165161132812
951,1,-0.2331656813621521,-194.58284068107605
952,0,0.20819807052612305,27.599035263061523
953,0,0.19228708744049072,19.64354372024536
954,1,0.007440805435180664,-74.27959728240967
955,0,0.21989655494689941,33.44827747344971
956,1,0.1657545566558838,4.8772783279418945
957,1,-0.4059203267097473,-280.96016335487366
958,1,-0.08323401212692261,-119.6170060634613
959,0,0.2411249279975891,44.062463998794556
960,0,0.1827857494354248,14.892874717712402
961,0,0.24918454885482788,48.09227442741394
962,0,0.17301052808761597,10.005264043807983
963,1,-0.27005162835121155,-213.02582907676697
